epoch,time,loss,lr
175,1.23 mins,0.00323,0.00013
200,1.40 mins,0.00322,0.00013
225,1.56 mins,0.00322,0.00013
250,1.73 mins,0.00322,0.00013
275,1.90 mins,0.00322,0.00013
300,2.06 mins,0.00322,0.00013
325,2.22 mins,0.00322,0.00013
350,2.39 mins,0.00322,0.00013
375,2.57 mins,0.00322,0.00013
400,2.74 mins,0.00322,0.00013
425,2.90 mins,0.00322,0.00013
450,3.07 mins,0.00322,0.00013
475,3.24 mins,0.00322,0.00013
0,0.01 mins,0.00347,0.001
25,0.18 mins,0.00324,0.00064
50,0.35 mins,0.00323,0.00033
75,0.52 mins,0.00323,0.00021
100,0.68 mins,0.00323,0.00013
125,0.84 mins,0.00323,0.00013
150,1.01 mins,0.00322,0.00013
175,1.17 mins,0.00322,0.00013
200,1.35 mins,0.00322,0.00013
225,1.52 mins,0.00322,0.00013
250,1.68 mins,0.00322,0.00013
275,1.85 mins,0.00322,0.00013
0,0.01 mins,0.00327,0.01
25,0.19 mins,0.00326,0.0064
50,0.37 mins,0.00326,0.00328
75,0.58 mins,0.00326,0.0021
100,0.78 mins,0.00326,0.00134
125,0.95 mins,0.00326,0.00134
150,1.11 mins,0.00326,0.00134
175,1.27 mins,0.00326,0.00134
200,1.45 mins,0.00326,0.00134
225,1.64 mins,0.00326,0.00134
250,1.83 mins,0.00326,0.00134
275,2.00 mins,0.00326,0.00134
0,0.01 mins,0.00553,0.1
25,0.19 mins,0.00329,0.064
50,0.38 mins,0.00327,0.03277
75,0.55 mins,0.00327,0.02097
100,0.72 mins,0.00326,0.01342
125,0.89 mins,0.00326,0.01342
150,1.06 mins,0.00327,0.01342
175,1.22 mins,0.00326,0.01342
200,1.39 mins,0.00327,0.01342
225,1.55 mins,0.00326,0.01342
250,1.71 mins,0.00327,0.01342
275,1.88 mins,0.00327,0.01342
0,0.01 mins,0.00866,0.1
25,0.18 mins,0.00326,0.064
50,0.35 mins,0.00327,0.03277
75,0.53 mins,0.00326,0.02097
100,0.70 mins,0.00327,0.01342
125,0.87 mins,0.00326,0.01342
150,1.04 mins,0.00326,0.01342
175,1.21 mins,0.00327,0.01342
200,1.38 mins,0.00327,0.01342
225,1.55 mins,0.00326,0.01342
250,1.72 mins,0.00327,0.01342
275,1.89 mins,0.00327,0.01342
0,0.01 mins,0.00328,0.01
25,0.21 mins,0.00326,0.0064
50,0.39 mins,0.00326,0.00328
75,0.57 mins,0.00326,0.0021
100,0.77 mins,0.00326,0.00134
125,0.97 mins,0.00326,0.00134
150,1.17 mins,0.00326,0.00134
175,1.36 mins,0.00326,0.00134
200,1.55 mins,0.00326,0.00134
225,1.72 mins,0.00326,0.00134
250,1.90 mins,0.00326,0.00134
275,2.08 mins,0.00326,0.00134
0,0.01 mins,0.00327,0.01
25,0.26 mins,0.00326,0.0064
50,0.51 mins,0.00326,0.00328
75,0.75 mins,0.00326,0.0021
100,0.96 mins,0.00326,0.00134
125,1.17 mins,0.00326,0.00134
150,1.38 mins,0.00326,0.00134
175,1.59 mins,0.00326,0.00134
200,1.80 mins,0.00326,0.00134
225,2.01 mins,0.00326,0.00134
250,2.22 mins,0.00326,0.00134
275,2.43 mins,0.00326,0.00134
0,0.01 mins,0.00326,0.01
25,0.24 mins,0.00329,0.0064
50,0.46 mins,0.00326,0.00328
75,0.67 mins,0.00326,0.0021
100,0.89 mins,0.00326,0.00134
125,1.10 mins,0.00326,0.00134
150,1.32 mins,0.00326,0.00134
175,1.53 mins,0.00326,0.00134
200,1.74 mins,0.00326,0.00134
225,1.95 mins,0.00326,0.00134
250,2.18 mins,0.00326,0.00134
275,2.39 mins,0.00326,0.00134
0,0.09 mins,0.00327,0.01
0,0.01 mins,0.00327,0.01
0,0.01 mins,0.00326,0.01
0,0.02 mins,0.00326,0.01
0,0.01 mins,0.00327,0.01
0,0.04 mins,0.00326,0.01
0,0.04 mins,0.00327,0.01
0,0.04 mins,0.00328,0.01
25,1.17 mins,0.0033,0.0064
0,0.01 mins,0.00328,0.01
25,0.26 mins,0.00326,0.0064
50,0.50 mins,0.00326,0.00328
75,0.74 mins,0.00326,0.0021
100,0.98 mins,0.00326,0.00134
125,1.22 mins,0.00326,0.00134
150,1.46 mins,0.00326,0.00134
175,1.71 mins,0.00326,0.00134
200,1.95 mins,0.00326,0.00134
225,2.19 mins,0.00326,0.00134
250,2.43 mins,0.00326,0.00134
275,2.66 mins,0.00326,0.00134
0,0.01 mins,0.00327,0.01
25,0.28 mins,0.00327,0.0064
50,0.54 mins,0.00326,0.00328
75,0.80 mins,0.00326,0.0021
100,1.06 mins,0.00326,0.00134
125,1.32 mins,0.00326,0.00134
150,1.57 mins,0.00326,0.00134
175,1.83 mins,0.00326,0.00134
200,2.09 mins,0.00326,0.00134
225,2.37 mins,0.00326,0.00134
250,2.63 mins,0.00326,0.00134
275,2.89 mins,0.00326,0.00134
0,0.03 mins,0.00829,0.01
25,0.51 mins,0.00829,0.0064
50,1.02 mins,0.00824,0.00328
75,1.57 mins,0.00824,0.0021
100,2.10 mins,0.00824,0.00134
125,2.62 mins,0.00824,0.00134
150,3.12 mins,0.00824,0.00134
175,3.62 mins,0.00824,0.00134
200,4.11 mins,0.00823,0.00134
225,4.60 mins,0.00823,0.00134
250,5.09 mins,0.00823,0.00134
275,5.58 mins,0.00823,0.00134
0,0.06 mins,0.04149,0.01
25,1.53 mins,0.04109,0.0064
50,3.00 mins,0.041,0.00328
0,0.00 mins,0.06899,0.01
25,0.05 mins,0.04781,0.0064
50,0.09 mins,0.04846,0.00328
75,0.13 mins,0.04825,0.0021
100,0.17 mins,0.04832,0.00134
125,0.21 mins,0.04825,0.00134
150,0.25 mins,0.04833,0.00134
175,0.29 mins,0.04818,0.00134
200,0.33 mins,0.04824,0.00134
225,0.37 mins,0.04824,0.00134
250,0.41 mins,0.04818,0.00134
275,0.45 mins,0.0482,0.00134
0,0.00 mins,0.0727,0.01
25,0.05 mins,0.04873,0.0064
50,0.08 mins,0.04811,0.00328
75,0.12 mins,0.04825,0.0021
100,0.16 mins,0.04813,0.00134
125,0.20 mins,0.04821,0.00134
150,0.24 mins,0.04814,0.00134
175,0.27 mins,0.04814,0.00134
200,0.31 mins,0.0481,0.00134
225,0.35 mins,0.04805,0.00134
250,0.39 mins,0.04813,0.00134
275,0.43 mins,0.04812,0.00134
0,0.00 mins,0.06841,0.01
25,0.04 mins,0.06087,0.0064
50,0.08 mins,0.0626,0.00328
75,0.12 mins,0.06332,0.0021
0,0.00 mins,0.06843,0.01
25,0.05 mins,0.06138,0.0064
50,0.09 mins,0.06034,0.00328
75,0.13 mins,0.06817,0.0021
100,0.17 mins,0.06457,0.00134
125,0.21 mins,0.06454,0.00134
150,0.25 mins,0.06644,0.00134
175,0.29 mins,0.06433,0.00134
0,0.00 mins,0.06806,0.01
25,0.05 mins,0.05628,0.0064
50,0.09 mins,0.06303,0.00328
75,0.13 mins,0.06005,0.0021
100,0.17 mins,0.06433,0.00134
125,0.21 mins,0.06382,0.00134
150,0.25 mins,0.06367,0.00134
175,0.30 mins,0.06384,0.00134
